replicate_seed,generation,mutation_rate,reputation_enabled,communication_enabled,policy,count,payoff,average_payoff_per_round,cooperation_rate,selected_count,mutations_in,mutations_out,next_count
20260925,5,0.0,False,True,always_cooperate,25,32070,2.5656,1.0,25,0,0,25
20260925,5,0.0,False,True,always_defect,14,15152,2.1645714285714286,0.0,12,0,0,12
20260925,5,0.0,False,True,communication_guard,32,42482,2.655125,0.823125,33,0,0,33
20260925,5,0.0,False,True,tit_for_tat,29,38649,2.665448275862069,0.8566206896551725,30,0,0,30
20260925,6,0.0,False,True,always_cooperate,25,33450,2.676,1.0,26,0,0,26
20260925,6,0.0,False,True,always_defect,12,12344,2.0573333333333332,0.0,9,0,0,9
20260925,6,0.0,False,True,communication_guard,33,45286,2.7446060606060607,0.8751515151515151,34,0,0,34
20260925,6,0.0,False,True,tit_for_tat,30,40800,2.72,0.88,31,0,0,31
20260925,7,0.0,False,True,always_cooperate,26,35100,2.7,1.0,26,0,0,26
20260925,7,0.0,False,True,always_defect,9,10328,2.2951111111111113,0.0,7,0,0,7
20260925,7,0.0,False,True,communication_guard,34,47480,2.7929411764705883,0.8958823529411765,35,0,0,35
20260925,7,0.0,False,True,tit_for_tat,31,43203,2.7872903225806454,0.9088387096774193,32,0,0,32
20260925,8,0.0,False,True,always_cooperate,26,36180,2.7830769230769232,1.0,26,0,0,26
20260925,8,0.0,False,True,always_defect,7,7816,2.233142857142857,0.0,5,0,0,5
20260925,8,0.0,False,True,communication_guard,35,49878,2.8501714285714286,0.9262857142857143,36,0,0,36
20260925,8,0.0,False,True,tit_for_tat,32,45564,2.84775,0.93475,33,0,0,33
20260925,9,0.0,False,True,always_cooperate,26,37200,2.8615384615384616,1.0,26,0,0,26
20260925,9,0.0,False,True,always_defect,5,5308,2.1232,0.0,4,0,0,4
20260925,9,0.0,False,True,communication_guard,36,51844,2.8802222222222222,0.9388888888888889,37,0,0,37
20260925,9,0.0,False,True,tit_for_tat,33,47232,2.8625454545454545,0.9410909090909091,33,0,0,33
20260926,0,0.0,False,True,always_cooperate,25,27870,2.2296,1.0,25,0,0,25
20260926,0,0.0,False,True,always_defect,25,26836,2.14688,0.0,24,0,0,24
20260926,0,0.0,False,True,communication_guard,25,29448,2.35584,0.6616,26,0,0,26
20260926,0,0.0,False,True,tit_for_tat,25,28764,2.30112,0.70048,25,0,0,25
20260926,1,0.0,False,True,always_cooperate,25,28110,2.2488,1.0,25,0,0,25
20260926,1,0.0,False,True,always_defect,24,25944,2.162,0.0,23,0,0,23
20260926,1,0.0,False,True,communication_guard,26,29326,2.255846153846154,0.59,27,0,0,27
20260926,1,0.0,False,True,tit_for_tat,25,28155,2.2524,0.6796,25,0,0,25
20260926,2,0.0,False,True,always_cooperate,25,28590,2.2872,1.0,24,0,0,24
20260926,2,0.0,False,True,always_defect,23,24860,2.161739130434783,0.0,21,0,0,21
20260926,2,0.0,False,True,communication_guard,27,33382,2.4727407407407407,0.7333333333333333,29,0,0,29
20260926,2,0.0,False,True,tit_for_tat,25,30192,2.41536,0.74944,26,0,0,26
20260926,3,0.0,False,True,always_cooperate,24,28560,2.38,1.0,24,0,0,24
20260926,3,0.0,False,True,always_defect,21,21784,2.074666666666667,0.0,19,0,0,19
20260926,3,0.0,False,True,communication_guard,29,35452,2.4449655172413793,0.7110344827586207,30,0,0,30
20260926,3,0.0,False,True,tit_for_tat,26,31881,2.452384615384615,0.7653076923076924,27,0,0,27
20260926,4,0.0,False,True,always_cooperate,24,29160,2.43,1.0,24,0,0,24
20260926,4,0.0,False,True,always_defect,19,19828,2.0871578947368423,0.0,17,0,0,17
20260926,4,0.0,False,True,communication_guard,30,37420,2.494666666666667,0.7326666666666667,31,0,0,31
20260926,4,0.0,False,True,tit_for_tat,27,33633,2.4913333333333334,0.782,28,0,0,28
20260926,5,0.0,False,True,always_cooperate,24,29970,2.4975,1.0,24,0,0,24
20260926,5,0.0,False,True,always_defect,17,17768,2.0903529411764707,0.0,14,0,0,14
20260926,5,0.0,False,True,communication_guard,31,40948,2.6418064516129034,0.8225806451612904,33,0,0,33
20260926,5,0.0,False,True,tit_for_tat,28,36456,2.604,0.8302857142857143,29,0,0,29
20260926,6,0.0,False,True,always_cooperate,24,30660,2.555,1.0,24,0,0,24
20260926,6,0.0,False,True,always_defect,14,15112,2.158857142857143,0.0,12,0,0,12
20260926,6,0.0,False,True,communication_guard,33,43360,2.627878787878788,0.8054545454545454,34,0,0,34
20260926,6,0.0,False,True,tit_for_tat,29,37347,2.5756551724137933,0.8181379310344827,30,0,0,30
