replicate_seed,generation,mutation_rate,reputation_enabled,policy,count,payoff,average_payoff_per_round,cooperation_rate,selected_count,mutations_in,mutations_out,next_count
20260926,8,0.0,False,reputation_guard,3,1380,0.92,1.0,2,0,0,2
20260926,8,0.0,False,tit_for_tat,27,21306,1.5782222222222222,0.39066666666666666,31,0,0,31
20260926,9,0.0,False,always_cooperate,2,1350,1.35,1.0,2,0,0,2
20260926,9,0.0,False,always_defect,65,41384,1.273353846153846,0.0,60,0,0,60
20260926,9,0.0,False,reputation_guard,2,1140,1.14,1.0,2,0,0,2
20260926,9,0.0,False,tit_for_tat,31,24429,1.5760645161290323,0.389741935483871,36,0,0,36
20260927,0,0.0,False,always_cooperate,25,27780,2.2224,1.0,22,0,0,22
20260927,0,0.0,False,always_defect,25,39008,3.12064,0.0,31,0,0,31
20260927,0,0.0,False,reputation_guard,25,28290,2.2632,1.0,22,0,0,22
20260927,0,0.0,False,tit_for_tat,25,30843,2.46744,0.77176,25,0,0,25
20260927,1,0.0,False,always_cooperate,22,22500,2.0454545454545454,1.0,19,0,0,19
20260927,1,0.0,False,always_defect,31,44396,2.864258064516129,0.0,37,0,0,37
20260927,1,0.0,False,reputation_guard,22,23040,2.0945454545454547,1.0,19,0,0,19
20260927,1,0.0,False,tit_for_tat,25,29016,2.32128,0.70912,25,0,0,25
20260927,2,0.0,False,always_cooperate,19,18630,1.9610526315789474,1.0,17,0,0,17
20260927,2,0.0,False,always_defect,37,48112,2.6006486486486486,0.0,43,0,0,43
20260927,2,0.0,False,reputation_guard,19,17580,1.8505263157894736,1.0,16,0,0,16
20260927,2,0.0,False,tit_for_tat,25,27567,2.20536,0.65944,24,0,0,24
20260927,3,0.0,False,always_cooperate,17,14580,1.7152941176470589,1.0,14,0,0,14
20260927,3,0.0,False,always_defect,43,51012,2.3726511627906977,0.0,49,0,0,49
20260927,3,0.0,False,reputation_guard,16,14400,1.8,1.0,14,0,0,14
20260927,3,0.0,False,tit_for_tat,24,24702,2.0585,0.5965,23,0,0,23
20260927,4,0.0,False,always_cooperate,14,10740,1.5342857142857143,1.0,11,0,0,11
20260927,4,0.0,False,always_defect,49,54340,2.2179591836734693,0.0,55,0,0,55
20260927,4,0.0,False,reputation_guard,14,10620,1.5171428571428571,1.0,11,0,0,11
20260927,4,0.0,False,tit_for_tat,23,22320,1.9408695652173913,0.5460869565217391,23,0,0,23
20260927,5,0.0,False,always_cooperate,11,7140,1.298181818181818,1.0,8,0,0,8
20260927,5,0.0,False,always_defect,55,54572,1.9844363636363636,0.0,61,0,0,61
20260927,5,0.0,False,reputation_guard,11,7500,1.3636363636363635,1.0,8,0,0,8
20260927,5,0.0,False,tit_for_tat,23,20892,1.816695652173913,0.4928695652173913,23,0,0,23
20260927,6,0.0,False,always_cooperate,8,4440,1.11,1.0,5,0,0,5
20260927,6,0.0,False,always_defect,61,52264,1.7135737704918033,0.0,64,0,0,64
20260927,6,0.0,False,reputation_guard,8,5310,1.3275,1.0,7,0,0,7
20260927,6,0.0,False,tit_for_tat,23,19989,1.7381739130434783,0.4592173913043478,24,0,0,24
20260927,7,0.0,False,always_cooperate,5,2790,1.116,1.0,4,0,0,4
20260927,7,0.0,False,always_defect,64,50740,1.585625,0.0,66,0,0,66
20260927,7,0.0,False,reputation_guard,7,3480,0.9942857142857143,1.0,4,0,0,4
20260927,7,0.0,False,tit_for_tat,24,19725,1.64375,0.41875,26,0,0,26
20260927,8,0.0,False,always_cooperate,4,2130,1.065,1.0,3,0,0,3
20260927,8,0.0,False,always_defect,66,47628,1.4432727272727273,0.0,67,0,0,67
20260927,8,0.0,False,reputation_guard,4,1560,0.78,1.0,2,0,0,2
20260927,8,0.0,False,tit_for_tat,26,20373,1.5671538461538461,0.3859230769230769,28,0,0,28
20260927,9,0.0,False,always_cooperate,3,1440,0.96,1.0,2,0,0,2
20260927,9,0.0,False,always_defect,67,44304,1.3225074626865672,0.0,65,0,0,65
20260927,9,0.0,False,reputation_guard,2,870,0.87,1.0,1,0,0,1
20260927,9,0.0,False,tit_for_tat,28,21609,1.5435,0.3757857142857143,32,0,0,32
20260928,0,0.0,False,always_cooperate,25,27660,2.2128,1.0,22,0,0,22
20260928,0,0.0,False,always_defect,25,39120,3.1296,0.0,31,0,0,31
20260928,0,0.0,False,reputation_guard,25,28350,2.268,1.0,23,0,0,23
20260928,0,0.0,False,tit_for_tat,25,30675,2.454,0.766,24,0,0,24
20260928,1,0.0,False,always_cooperate,22,23550,2.140909090909091,1.0,20,0,0,20
20260928,1,0.0,False,always_defect,31,44636,2.879741935483871,0.0,37,0,0,37
20260928,1,0.0,False,reputation_guard,23,23250,2.0217391304347827,1.0,20,0,0,20
20260928,1,0.0,False,tit_for_tat,24,27936,2.328,0.712,23,0,0,23
20260928,2,0.0,False,always_cooperate,20,19020,1.902,1.0,17,0,0,17
20260928,2,0.0,False,always_defect,37,49112,2.6547027027027026,0.0,44,0,0,44
20260928,2,0.0,False,reputation_guard,20,19350,1.935,1.0,17,0,0,17
20260928,2,0.0,False,tit_for_tat,23,25197,2.1910434782608696,0.6533043478260869,22,0,0,22
20260928,3,0.0,False,always_cooperate,17,14190,1.6694117647058824,1.0,14,0,0,14
20260928,3,0.0,False,always_defect,44,53796,2.4452727272727275,0.0,51,0,0,51
20260928,3,0.0,False,reputation_guard,17,14460,1.7011764705882353,1.0,14,0,0,14
20260928,3,0.0,False,tit_for_tat,22,22521,2.0473636363636363,0.5917272727272728,21,0,0,21
20260928,4,0.0,False,always_cooperate,14,9990,1.427142857142857,1.0,10,0,0,10
20260928,4,0.0,False,always_defect,51,56448,2.2136470588235295,0.0,58,0,0,58
20260928,4,0.0,False,reputation_guard,14,10440,1.4914285714285713,1.0,11,0,0,11
20260928,4,0.0,False,tit_for_tat,21,20013,1.906,0.5311428571428571,21,0,0,21
20260928,5,0.0,False,always_cooperate,10,6090,1.218,1.0,7,0,0,7
20260928,5,0.0,False,always_defect,58,55252,1.9052413793103449,0.0,63,0,0,63
20260928,5,0.0,False,reputation_guard,11,7500,1.3636363636363635,1.0,8,0,0,8
20260928,5,0.0,False,tit_for_tat,21,19047,1.814,0.4917142857142857,22,0,0,22
20260928,6,0.0,False,always_cooperate,7,4050,1.1571428571428573,1.0,5,0,0,5
20260928,6,0.0,False,always_defect,63,53156,1.6874920634920636,0.0,67,0,0,67
20260928,6,0.0,False,reputation_guard,8,4290,1.0725,1.0,5,0,0,5
20260928,6,0.0,False,tit_for_tat,22,18426,1.6750909090909092,0.43218181818181817,23,0,0,23
20260928,7,0.0,False,always_cooperate,5,2550,1.02,1.0,3,0,0,3
20260928,7,0.0,False,always_defect,67,50448,1.505910447761194,0.0,69,0,0,69
20260928,7,0.0,False,reputation_guard,5,2100,0.84,1.0,3,0,0,3
20260928,7,0.0,False,tit_for_tat,23,17973,1.5628695652173914,0.38408695652173913,25,0,0,25
20260928,8,0.0,False,always_cooperate,3,1410,0.94,1.0,2,0,0,2
20260928,8,0.0,False,always_defect,69,46756,1.355246376811594,0.0,69,0,0,69
20260928,8,0.0,False,reputation_guard,3,1050,0.7,1.0,1,0,0,1
20260928,8,0.0,False,tit_for_tat,25,18936,1.51488,0.36352,28,0,0,28
20260928,9,0.0,False,always_cooperate,2,1200,1.2,1.0,2,0,0,2
